P1,P2,P3,P4,F
0.4967141530112327,-0.42375968202270325,-0.6784947304872218,-0.14342321645892908,1.8791240075629894
-0.13826430117118466,-0.45341410838385404,-0.3054994630536529,-0.03265590374030994,0.2881373829502226
0.6476885381006925,-1.795643172630015,-0.5973810610451429,0.06429487858758168,4.120826896185651
1.5230298564080254,-0.3300901917014373,0.11041804694611956,0.9468614616461799,5.274156309699445
-0.23415337472333597,0.732829081821745,1.1971785314619128,-0.7472173084867436,2.831341187885473
-0.23413695694918055,-1.2742321190767951,-0.7710421571412046,-0.8463469915126599,0.1289664648502269
1.5792128155073915,1.0484826510505925,1.000820497768414,1.2366197421429752,11.62930264779154
0.7674347291529088,0.4877748210843382,-0.7816720723468876,-0.4626447418812982,-0.012670462782303993
-0.4694743859349521,-0.7342333219710379,-0.8476272124968842,-1.2630353535770662,-2.1214878380982265
0.5425600435859647,-0.14152963733784743,0.8185946183432132,-0.48512994209987004,0.38062092380624035
-0.46341769281246226,1.598321807641033,0.9219363780076167,-0.3300527352440008,3.7133734579472657
-0.46572975357025687,0.7335478135058658,0.8514099367626543,1.554962727725765,9.177917593606189
0.24196227156603412,0.008783654898147817,-1.3157974082181412,0.9248262123767372,9.112120558794384
-1.913280244657798,-0.2376833169609843,-0.46595097807205077,1.1475206166322423,3.549630711788833
-1.7249178325130328,0.07660907045165961,0.8229885920033214,0.819973642346786,3.7130041866283285
-0.5622875292409727,-0.5117635579423034,0.04154184056389461,0.9462436716153141,3.1853451305116907
-1.0128311203344238,-2.1047495057190146,-1.0736928461974642,-0.6880821265803181,4.212998331927449
0.3142473325952739,2.042177910534731,0.4583179391254417,-0.19860215535348436,2.0219382537214696
-0.9080240755212109,0.15532499919940146,-0.7148072589914705,-0.9899153130235488,-3.5568919489558617
-1.4123037013352915,0.3981472651225371,1.794524848392212,-0.21048803053703335,8.83567279217144
1.465648768921554,-0.05790774987690872,1.5448414624182585,0.684104990934741,11.18275757866988
-0.22577630048653566,-0.735116800724588,0.6040974263555673,0.1345832848122468,0.5191936055737876
0.06752820468792384,-0.18592448094877073,1.3610067047697736,1.3114808189602951,10.364380301509703
-1.4247481862134568,-1.5993947621943112,0.0647913501233811,-1.1414157922272192,-6.185071490015568
-0.5443827245251827,2.2770864980533045,0.7654374943750158,0.5002383506982397,6.700189118743285
0.11092258970986608,-1.234511998422396,1.477720295302075,-1.248302801869318,-1.9798436740498468
-1.1509935774223028,-1.0319662838471795,0.2454986817943127,0.09417646917364228,-1.1001716171208145
0.37569801834567196,-0.4402592043864004,-0.25518717151428366,0.7403334225564788,3.7570901882889576
-0.600638689918805,1.2880757248523775,-1.7046219581771158,-0.21450256682421923,2.867194774926537
-0.2916937497932768,0.014508999262654136,-0.08313352572149399,0.5511266040869559,1.9311338473244157
-0.6017066122293969,-1.2361357960304624,0.8234231845623113,-0.9597323348329341,-4.4422844763746605
1.8522781845089378,1.2543383607573395,0.9456334275676297,-1.663689978196383,0.2524745765483667
-0.013497224737933921,0.7310006267854814,0.5043650657184098,0.5570296224878031,3.715155982102402
